StartTime,LastTime,dMeanPktSz
1624539990.485726,1624539990.526556,66.0
1624539991.015461,1624539991.015461,0.0
1624539991.103855,1624539991.140449,120.5
1624539991.107051,1624539991.130845,111.5
1624539991.112399,1624539991.146434,109.599998
1624539991.116481,1624539991.143441,111.0
1624539991.486708,1624539991.527332,66.0
1624539992.488077,1624539992.528413,66.0
1624539992.498299,1624539992.498299,0.0
1624539992.717465,1624539992.721333,699.0
1624539993.035547,1624539993.035547,0.0
1624539993.099746,1624539993.099746,0.0
1624539993.102578,1624539993.102749,0.0
1624539993.112158,1624539993.112324,60.0
1624539993.489387,1624539993.531316,66.0
1624539993.621451,1624539993.621529,60.0
1624539993.739503,1624539993.743235,699.0
1624539993.742759,1624539993.74299,60.0
1624539994.386827,1624539994.387051,60.0
1624539994.407528,1624539994.407758,0.0
1624539994.491846,1624539994.533854,66.0
1624539995.055744,1624539995.055744,0.0
1624539995.493278,1624539995.53509,66.0
1624539996.1013,1624539996.101514,60.0
1624539996.103403,1624539996.139754,120.5
1624539996.103832,1624539996.129638,111.5
1624539996.109032,1624539996.145865,120.0
1624539996.112067,1624539996.141875,111.0
1624539996.210309,1624539996.21054,0.0
1624539996.495218,1624539996.536811,66.0
1624539997.059455,1624539997.059675,0.0
1624539997.065603,1624539997.065603,0.0
1624539997.497691,1624539997.538839,66.0
1624539997.498478,1624539997.498478,0.0
1624539997.759697,1624539997.763662,699.0
1624539998.49949,1624539998.541319,66.0
1624539999.085787,1624539999.085787,0.0
1624539999.485975,1624539999.527884,66.0
1624540000.103931,1624540000.104167,0.0
1624540000.487861,1624540000.529863,66.0
1624540001.102871,1624540001.139178,120.5
1624540001.103785,1624540001.130299,111.5
1624540001.105691,1624540001.105691,0.0
1624540001.106354,1624540001.106354,0.0
1624540001.110125,1624540001.145322,120.0
1624540001.114168,1624540001.142968,111.0
1624540001.489883,1624540001.531767,66.0
1624540001.792207,1624540001.795964,699.0
1624540002.492505,1624540002.533444,66.0
1624540002.498718,1624540002.498718,0.0
1624540002.8088,1624540002.812496,699.0
1624540003.125746,1624540003.125746,0.0
1624540003.211144,1624540003.211385,0.0
1624540003.406354,1624540003.406656,0.0
1624540003.493611,1624540003.535502,66.0
1624540003.96224,1624540003.965846,699.0
1624540004.061021,1624540004.061193,0.0
1624540004.4944,1624540004.537211,66.0
1624540005.145794,1624540005.145794,0.0
1624540005.497138,1624540005.539004,66.0
1624540006.102646,1624540006.139048,120.5
1624540006.104468,1624540006.128795,111.5
1624540006.117098,1624540006.145139,109.599998
1624540006.121208,1624540006.145625,111.0
1624540006.498202,1624540006.539852,66.0
1624540007.165818,1624540007.165818,0.0
1624540007.498881,1624540007.498881,0.0
1624540007.499808,1624540007.54287,66.0
1624540007.827143,1624540007.981103,699.0
1624540007.981369,1624540007.983727,89.0
1624540007.983872,1624540008.141825,1893.827637
1624540008.077624,1624540008.080627,96.25
1624540008.080382,1624540008.110117,261.666656
1624540008.486111,1624540008.528383,66.0
1624540008.981143,1624540009.040882,94.947365
1624540008.985527,1624540009.251608,224.0
1624540009.103861,1624540009.104097,0.0
1624540009.117458,1624540009.117458,0.0
1624540009.185837,1624540009.185837,0.0
1624540009.48739,1624540009.529005,66.0
1624540009.844255,1624540009.847719,699.0
1624540010.407722,1624540010.407808,0.0
1624540010.489974,1624540010.531797,66.0
1624540011.103724,1624540011.143503,120.5
1624540011.107361,1624540011.129839,111.5
1624540011.110655,1624540011.149472,109.599998
1624540011.113126,1624540011.141174,111.0
1624540011.205885,1624540011.205885,0.0
1624540011.491261,1624540011.533121,66.0
1624540012.198329,1624540012.198475,0.0
1624540012.492955,1624540012.534608,66.0
1624540012.499052,1624540012.499052,0.0
1624540012.877522,1624540012.881568,699.0
1624540013.047207,1624540013.047451,0.0
1624540013.111644,1624540013.111887,60.0
1624540013.226021,1624540013.226021,0.0
1624540013.494072,1624540013.535615,66.0
1624540013.998653,1624540014.383644,60.0
1624540014.383416,1624540014.383654,60.0
1624540014.383632,1624540014.385743,89.0
1624540014.386011,1624540014.436981,193.600006
1624540014.389745,1624540014.393664,96.25
1624540014.39344,1624540014.467483,171.333328
1624540014.395373,1624540014.435977,60.0
1624540014.410594,1624540014.426008,699.0
1624540014.496461,1624540014.537623,66.0
1624540015.246073,1624540015.246073,0.0
1624540015.497486,1624540015.538309,66.0
1624540016.103987,1624540016.140759,120.5
1624540016.105774,1624540016.106021,0.0
1624540016.107877,1624540016.132853,111.5
1624540016.110235,1624540016.146235,109.599998
1624540016.114693,1624540016.14375,111.0
1624540016.49961,1624540016.54049,66.0
1624540017.121417,1624540017.121417,0.0
1624540017.265971,1624540017.265971,0.0
1624540017.485502,1624540017.527834,66.0
1624540017.499234,1624540017.499234,0.0
1624540017.911974,1624540017.976652,699.0
1624540018.470615,1624540018.470774,0.0
1624540018.470617,1624540018.470746,0.0
1624540018.486912,1624540018.529496,66.0
1624540018.978188,1624540018.978423,0.0
1624540018.981605,1624540018.981843,0.0
1624540019.199495,1624540019.199736,0.0
1624540019.286055,1624540019.286055,0.0
1624540019.400471,1624540019.40072,60.0
1624540019.400709,1624540019.40078,60.0
1624540019.406592,1624540019.406837,0.0
1624540019.489438,1624540019.531172,66.0
1624540019.638512,1624540019.638756,0.0
1624540020.049164,1624540020.049414,0.0
1624540020.394231,1624540020.478411,699.0
1624540020.397653,1624540020.398068,60.0
1624540020.397822,1624540020.397847,60.0
1624540020.439556,1624540020.442902,96.25
1624540020.440326,1624540020.443664,89.0
1624540020.442911,1624540020.445304,96.25
1624540020.443533,1624540020.462112,283.166656
1624540020.491236,1624540020.533118,66.0
1624540020.639717,1624540020.639938,0.0
1624540021.102651,1624540021.139008,120.5
1624540021.104962,1624540021.13952,111.5
1624540021.109328,1624540021.144885,109.599998
1624540021.126472,1624540021.154438,111.0
1624540021.3061,1624540021.3061,0.0
1624540021.439235,1624540021.43946,60.0
1624540021.493338,1624540021.534154,66.0
1624540021.640531,1624540021.640772,0.0
1624540022.494319,1624540022.535922,66.0
1624540022.499402,1624540022.499402,0.0
1624540022.64165,1624540022.641868,0.0
1624540022.971745,1624540022.975587,699.0
1624540023.326161,1624540023.326161,0.0
1624540023.496091,1624540023.537894,66.0
1624540023.622425,1624540023.622662,60.0
1624540024.497967,1624540024.5399,66.0
1624540025.102222,1624540025.102458,0.0
1624540025.124845,1624540025.124845,0.0
1624540025.34616,1624540025.34616,0.0
1624540025.466654,1624540025.466783,60.0
1624540025.49968,1624540025.541901,66.0
1624540026.005096,1624540026.008875,699.0
1624540026.008462,1624540026.00861,60.0
1624540026.103661,1624540026.139723,120.5
1624540026.104064,1624540026.128926,111.5
1624540026.109215,1624540026.14564,109.599998
1624540026.109239,1624540026.141688,111.0
1624540026.210056,1624540026.2103,0.0
1624540026.408733,1624540026.408974,0.0
1624540026.442027,1624540026.442192,60.0
1624540026.48703,1624540026.528929,66.0
1624540027.060249,1624540027.060296,0.0
1624540027.366334,1624540027.366334,0.0
1624540027.488923,1624540027.53021,66.0
1624540027.499714,1624540027.499714,0.0
1624540028.033468,1624540028.033791,60.0
1624540028.033767,1624540028.037206,96.25
1624540028.036986,1624540028.140004,424.5
1624540028.043299,1624540028.047077,699.0
1624540028.07749,1624540028.080195,96.25
1624540028.080096,1624540028.142924,302.399994
1624540028.490046,1624540028.531123,66.0
1624540028.935259,1624540029.472856,699.0
1624540029.386361,1624540029.386361,0.0
1624540029.473177,1624540029.544294,2246.695557
1624540029.492086,1624540029.53419,66.0
1624540030.44325,1624540030.446844,699.0
1624540030.493604,1624540030.535541,66.0
1624540031.103784,1624540031.140186,120.5
1624540031.104223,1624540031.1275,111.5
1624540031.108337,1624540031.146045,109.599998
1624540031.111473,1624540031.140429,111.0
1624540031.406341,1624540031.406341,0.0
1624540031.495361,1624540031.53621,66.0
1624540032.103348,1624540032.103588,0.0
1624540032.497308,1624540032.539124,66.0
1624540032.499775,1624540032.499775,0.0
1624540033.077901,1624540033.705954,699.0
1624540033.108759,1624540033.705582,60.0
1624540033.129313,1624540033.129313,0.0
1624540033.211823,1624540033.21197,0.0
1624540033.426404,1624540033.426404,0.0
1624540033.499331,1624540033.542025,66.0
1624540034.061116,1624540034.061289,0.0
1624540034.105165,1624540034.109534,699.0
1624540034.485365,1624540034.527317,66.0
1624540034.506029,1624540034.506691,60.0
1624540035.045856,1624540035.045903,60.0
1624540035.046028,1624540035.252785,84.166664
1624540035.052128,1624540035.066559,267.0
1624540035.408492,1624540035.408698,0.0
1624540035.446388,1624540035.446388,0.0
1624540035.486687,1624540035.528517,66.0
1624540036.049704,1624540036.100163,822.0
1624540036.10384,1624540036.143298,120.5
1624540036.107534,1624540036.133017,111.5
1624540036.122879,1624540036.149168,120.0
1624540036.124942,1624540036.150346,111.0
1624540036.489199,1624540036.530158,66.0
1624540037.466414,1624540037.466414,0.0
1624540037.490232,1624540037.531319,66.0
1624540037.499963,1624540037.499963,0.0
1624540038.124942,1624540038.753321,699.0
1624540038.492111,1624540038.533855,66.0
1624540038.954801,1624540039.484,191.857147
1624540038.991835,1624540039.434017,251.0
1624540039.427514,1624540039.430635,96.25
1624540039.430455,1624540039.472361,96.25
1624540039.434524,1624540039.437501,699.0
1624540039.486469,1624540039.486469,0.0
1624540039.494039,1624540039.535926,66.0
1624540040.49676,1624540040.539001,66.0
1624540041.101682,1624540041.101919,0.0
1624540041.103609,1624540041.139875,120.5
1624540041.104357,1624540041.129628,111.5
1624540041.110367,1624540041.145831,109.599998
1624540041.111333,1624540041.141139,111.0
1624540041.135528,1624540041.135528,0.0
1624540041.497966,1624540041.539445,66.0
1624540041.506486,1624540041.506486,0.0
1624540042.153289,1624540042.157159,699.0
1624540042.198415,1624540042.198636,0.0
1624540042.409908,1624540042.410134,0.0
1624540042.499619,1624540042.541377,66.0
1624540042.500132,1624540042.500132,0.0
1624540043.049947,1624540043.050184,0.0
1624540043.174315,1624540043.177924,699.0
1624540043.485876,1624540043.527741,66.0
1624540043.526642,1624540043.526642,0.0
1624540044.438743,1624540044.439084,60.0
1624540044.48707,1624540044.528532,66.0
1624540045.489001,1624540045.529974,66.0
1624540045.54774,1624540045.54774,0.0
1624540046.102192,1624540046.102471,60.0
1624540046.103243,1624540046.139594,120.5
1624540046.103765,1624540046.129909,111.5
1624540046.110473,1624540046.145307,120.0
1624540046.11491,1624540046.14358,111.0
1624540046.489844,1624540046.532293,66.0
1624540047.491917,1624540047.533501,66.0
1624540047.500359,1624540047.500359,0.0
1624540047.566635,1624540047.566635,0.0
1624540048.034564,1624540048.133806,528.833313
1624540048.077632,1624540048.088172,96.25
1624540048.08126,1624540048.113107,261.666656
1624540048.102718,1624540048.102959,0.0
1624540048.197929,1624540048.214292,699.0
1624540048.470973,1624540048.471017,0.0
1624540048.471051,1624540048.471207,0.0
1624540048.494416,1624540048.535256,66.0
1624540048.655277,1624540048.655364,0.0
1624540048.943064,1624540049.217301,699.0
1624540048.949845,1624540049.009613,2581.050049
1624540048.979561,1624540048.97983,0.0
1624540049.139066,1624540049.139066,0.0
1624540049.199863,1624540049.200081,0.0
1624540049.496289,1624540049.538956,66.0
1624540049.586683,1624540049.586683,0.0
1624540050.05141,1624540050.051628,0.0
1624540050.498118,1624540050.540038,66.0
1624540051.104083,1624540051.140536,120.5
1624540051.105641,1624540051.132201,111.5
1624540051.109457,1624540051.146145,120.0
1624540051.116027,1624540051.145162,111.0
1624540051.407062,1624540051.407209,0.0
1624540051.485454,1624540051.526145,66.0
1624540051.60683,1624540051.60683,0.0
1624540052.487367,1624540052.529324,66.0
1624540052.500513,1624540052.500513,0.0
1624540053.116415,1624540053.240567,60.0
1624540053.23697,1624540053.240826,699.0
1624540053.490093,1624540053.532072,66.0
1624540053.623678,1624540053.62373,60.0
1624540053.626801,1624540053.626801,0.0
1624540053.969472,1624540053.969735,60.0
1624540054.491303,1624540054.532786,66.0
1624540055.493044,1624540055.534732,66.0
1624540055.647304,1624540055.647304,0.0
1624540056.101303,1624540056.101541,60.0
1624540056.103076,1624540056.139332,120.5
1624540056.10338,1624540056.126515,111.5
1624540056.108947,1624540056.145699,109.599998
1624540056.110163,1624540056.139452,111.0
1624540056.209951,1624540056.210132,0.0
1624540056.494923,1624540056.536813,66.0
1624540057.059661,1624540057.05981,0.0
1624540057.101505,1624540057.101679,0.0
1624540057.144191,1624540057.144191,0.0
1624540057.260642,1624540057.26455,699.0
1624540057.497581,1624540057.539655,66.0
1624540057.50072,1624540057.50072,0.0
1624540057.666858,1624540057.666858,0.0
1624540058.275998,1624540058.279535,699.0
1624540058.408196,1624540058.408377,0.0
1624540058.498892,1624540058.539592,66.0
1624540059.485109,1624540059.526942,66.0
1624540059.686944,1624540059.686944,0.0
1624540059.698298,1624540059.702075,699.0
1624540060.486692,1624540060.528457,66.0
1624540061.104043,1624540061.140672,120.5
1624540061.105314,1624540061.132695,111.5
1624540061.112737,1624540061.146298,120.0
1624540061.115841,1624540061.144561,111.0
1624540061.488754,1624540061.530508,66.0
1624540061.706961,1624540061.706961,0.0
1624540062.490697,1624540062.531516,66.0
1624540062.500922,1624540062.500922,0.0
1624540063.211277,1624540063.211495,0.0
1624540063.293162,1624540063.296968,699.0
1624540063.496273,1624540063.538084,66.0
1624540063.72697,1624540063.72697,0.0
1624540064.061098,1624540064.06126,0.0
1624540064.103237,1624540064.103366,0.0
1624540064.435198,1624540064.438962,96.25
1624540064.438464,1624540064.441829,96.25
1624540064.438652,1624540064.497366,171.333328
1624540064.441556,1624540064.492607,193.600006
1624540064.451473,1624540064.491468,60.0
1624540064.452566,1624540064.459787,699.0
1624540064.498322,1624540064.539977,66.0
1624540065.147996,1624540065.147996,0.0
1624540065.317595,1624540065.32138,699.0
1624540065.485632,1624540065.527489,66.0
1624540065.757572,1624540065.757572,0.0
1624540066.102988,1624540066.139355,120.5
1624540066.103504,1624540066.131339,111.5
1624540066.112226,1624540066.145031,120.0
1624540066.113451,1624540066.144534,111.0
1624540066.487416,1624540066.528044,66.0
1624540067.406857,1624540067.407078,0.0
1624540067.488326,1624540067.530039,66.0
1624540067.501086,1624540067.501086,0.0
1624540067.777112,1624540067.777112,0.0
1624540068.034602,1624540068.137992,623.200012
1624540068.077878,1624540068.141492,613.0
1624540068.33987,1624540068.343735,699.0
1624540068.489567,1624540068.530952,66.0
1624540069.033906,1624540069.037687,699.0
1624540069.490887,1624540069.531015,66.0
1624540069.797131,1624540069.797131,0.0
1624540070.492011,1624540070.533993,66.0
1624540071.103723,1624540071.139925,120.5
1624540071.104998,1624540071.130566,111.5
1624540071.110205,1624540071.145708,120.0
1624540071.115705,1624540071.143832,111.0
1624540071.49306,1624540071.535857,66.0
1624540071.817271,1624540071.817271,0.0
1624540072.198534,1624540072.19876,0.0
1624540072.493576,1624540072.535723,66.0
1624540072.501342,1624540072.501342,0.0
1624540073.049195,1624540073.049412,0.0
1624540073.101505,1624540073.101731,0.0
1624540073.105844,1624540073.37863,60.0
1624540073.143425,1624540073.37865,60.0
1624540073.152088,1624540073.152088,0.0
1624540073.375118,1624540073.436376,699.0
1624540073.49571,1624540073.53741,66.0
1624540073.837202,1624540073.837202,0.0
1624540074.407809,1624540074.408044,0.0
1624540074.497801,1624540074.539588,66.0
1624540075.499612,1624540075.540385,66.0
1624540075.857698,1624540075.857698,0.0
1624540076.102338,1624540076.138818,120.5
1624540076.104596,1624540076.129375,111.5
1624540076.106332,1624540076.144561,120.0
1624540076.109589,1624540076.141693,111.0
1624540076.487599,1624540076.530577,66.0
1624540077.489854,1624540077.531583,66.0
1624540077.501453,1624540077.501453,0.0
1624540077.867307,1624540077.867307,0.0
1624540078.42578,1624540078.429516,699.0
1624540078.49162,1624540078.533672,66.0
1624540078.495424,1624540078.495592,0.0
1624540078.49543,1624540078.495601,0.0
1624540078.679783,1624540078.679982,0.0
1624540079.199472,1624540079.199712,0.0
1624540079.49442,1624540079.535227,66.0
1624540079.568296,1624540079.568527,0.0
1624540079.887326,1624540079.887326,0.0
1624540080.050459,1624540080.050659,0.0
1624540080.102805,1624540080.10302,0.0
1624540080.496339,1624540080.538033,66.0
1624540081.103311,1624540081.139751,120.5
1624540081.103915,1624540081.12914,111.5
1624540081.108007,1624540081.145714,109.599998
1624540081.109227,1624540081.142231,111.0
1624540081.157345,1624540081.157345,0.0
1624540081.457858,1624540081.461582,699.0
1624540081.497976,1624540081.540128,66.0
1624540081.907394,1624540081.907394,0.0
1624540082.499228,1624540082.542095,66.0
1624540082.501642,1624540082.501642,0.0
1624540083.406335,1624540083.406437,0.0
1624540083.486463,1624540083.528869,66.0
1624540083.488546,1624540083.492214,699.0
1624540083.624604,1624540083.624859,60.0
1624540083.927513,1624540083.927513,0.0
1624540084.488109,1624540084.529837,66.0
1624540085.148319,1624540085.15197,699.0
1624540085.490025,1624540085.53207,66.0
1624540085.947688,1624540085.947688,0.0
1624540086.103534,1624540086.139818,120.5
1624540086.105462,1624540086.125847,111.5
1624540086.109043,1624540086.145761,120.0
1624540086.117893,1624540086.142602,111.0
1624540086.208226,1624540086.208463,0.0
1624540086.491709,1624540086.532553,66.0
1624540087.058357,1624540087.058594,0.0
1624540087.492907,1624540087.534681,66.0
1624540087.501862,1624540087.501862,0.0
1624540087.967533,1624540087.967533,0.0
1624540088.034918,1624540088.039391,96.25
1624540088.039043,1624540088.15208,389.555542
1624540088.07756,1624540088.080901,96.25
1624540088.080228,1624540088.149584,310.399994
1624540088.494689,1624540088.536576,66.0
1624540088.521407,1624540088.527024,699.0
1624540089.10322,1624540089.103383,0.0
1624540089.16341,1624540089.16341,0.0
1624540089.457482,1624540089.507414,321.0
1624540089.461072,1624540089.552791,315.25
1624540089.464028,1624540089.505329,60.0
1624540089.470541,1624540089.511372,60.0
1624540089.496456,1624540089.538999,66.0
1624540089.987541,1624540089.987541,0.0
1624540090.406694,1624540090.406935,0.0
1624540090.498729,1624540090.540465,66.0
1624540091.103837,1624540091.139959,120.5
1624540091.10512,1624540091.131008,111.5
1624540091.110946,1624540091.146084,109.599998
1624540091.114495,1624540091.143398,111.0
1624540091.485868,1624540091.527795,66.0
1624540091.997663,1624540091.997663,0.0
1624540092.488747,1624540092.529858,66.0
1624540092.502012,1624540092.502012,0.0
