Dport,DstAddr,Classification,TotBytes,CumBytes,Percent
547,76,0,226.15795359239587,226.15795359239587,0.0
719,9,0,260.0,260.0,0.0
965,11,0,260.0,260.0,0.0
1252,26,0,261.0,261.0,0.0
1256,11,0,260.0,260.0,0.0
1332,6,0,762.4500649395037,2309.351413413599,0.6698423373286104
1332,9,0,1545.9387483355526,3092.1332899730614,0.500041361946263
1332,11,0,755.5830403309204,755.5830403309204,0.0
1762,7,0,167.0,167.0,0.0
1786,11,0,260.0,260.0,0.0
1900,77,0,2030.5249337309476,2030.5249337309476,0.0
1900,103,0,282.6,282.6,0.0
1947,69,0,82.0,82.0,0.0
1947,70,0,82.0,82.0,0.0
1996,26,0,261.0,261.0,0.0
2018,11,0,260.0,260.0,0.0
2031,9,0,160.0,160.0,0.0
2222,0,0,49503.03870162297,49503.03870162297,0.0
2222,1,0,50853.43251065012,50853.43251065012,0.0
2222,2,0,58688.706210547025,58688.706210547025,0.0
2222,3,0,84859.39985380117,84859.39985380117,0.0
2222,4,0,48899.699096964,48899.699096964,0.0
2222,5,0,58608.58340483341,58608.58340483341,0.0
2222,63,0,49006.89803775103,49006.89803775103,0.0
2222,64,0,49064.87010297417,49064.87010297417,0.0
2222,65,0,49067.924001840984,49067.924001840984,0.0
2222,66,0,49067.907087791966,49067.907087791966,0.0
2222,67,0,49045.61272141707,49045.61272141707,0.0
2222,68,0,49064.881378358165,49064.881378358165,0.0
2499,11,0,260.0,260.0,0.0
2558,26,0,261.0,261.0,0.0
2559,26,0,169.0,169.0,0.0
3021,26,0,169.0,169.0,0.0
3285,7,0,261.0,261.0,0.0
3389,6,0,13801.901960784313,13801.901960784313,0.0
3529,11,0,260.0,260.0,0.0
3569,9,0,160.0,160.0,0.0
3702,77,0,4947.6,4947.6,0.0
3702,103,0,5245.538461538462,5245.538461538462,0.0
3814,9,0,160.0,160.0,0.0
3852,3,0,196.0,196.0,0.0
3956,70,0,60.0,60.0,0.0
4064,7,0,167.0,167.0,0.0
4241,6,0,5156.71637092158,95929.99311115927,0.9462450042611156
4289,26,0,261.0,261.0,0.0
4331,9,0,260.0,260.0,0.0
4567,9,0,260.0,260.0,0.0
5001,117,0,5581.155555555555,11260.04772689972,0.5043399734245851
5027,6,0,168412.82400770302,168412.82400770302,0.0
5028,6,0,34620.02754590985,34620.02754590985,0.0
5030,6,0,27574.464385086256,27574.464385086256,0.0
5031,6,0,48807.157719054245,48807.157719054245,0.0
5105,11,0,260.0,260.0,0.0
5120,8,0,4448.0,4448.0,0.0
5142,6,0,196.0,196.0,0.0
5336,11,0,168.0,168.0,0.0
5353,44,0,143.0,143.0,0.0
5353,74,0,472.07029848311856,472.07029848311856,0.0
5353,78,0,263.0913580246914,263.0913580246914,0.0
5355,79,0,115.3384549722578,115.3384549722578,0.0
5355,80,0,92.3908739264407,92.3908739264407,0.0
5357,139,0,8290.0,8290.0,0.0
5450,6,0,31887.174922162467,81020.54104238104,0.6064309801944843
5838,11,0,260.0,260.0,0.0
5885,26,0,261.0,261.0,0.0
6001,119,1,10456052.0,10456052.0,1.0
6096,11,0,260.0,260.0,0.0
6116,7,0,261.0,261.0,0.0
6133,9,0,160.0,160.0,0.0
6343,9,0,160.0,160.0,0.0
6355,9,0,160.0,160.0,0.0
6370,11,0,260.0,260.0,0.0
6543,6,0,2052.8045540796966,5948.595251754115,0.6549093580582126
6556,119,0,775.433962264151,14889.153260509765,0.9479195392312322
6608,11,0,260.0,260.0,0.0
6855,11,0,260.0,260.0,0.0
6891,9,0,160.0,160.0,0.0
6895,26,0,261.0,261.0,0.0
7399,7,0,167.0,167.0,0.0
7876,26,0,169.0,169.0,0.0
7925,9,0,160.0,160.0,0.0
8080,106,1,1845.428286099865,1845.428286099865,1.0
8191,26,0,261.0,261.0,0.0
8646,7,0,134.0,134.0,0.0
8905,26,0,169.0,169.0,0.0
8913,26,0,261.0,261.0,0.0
9111,6,0,5171.663088593102,95883.71054622023,0.9460631732008313
9447,9,0,160.0,160.0,0.0
9720,7,0,261.0,261.0,0.0
9923,7,0,261.0,261.0,0.0
9954,7,0,261.0,261.0,0.0
9965,11,0,160.0,160.0,0.0
10987,9,0,260.0,260.0,0.0
11258,7,0,261.0,261.0,0.0
11480,26,0,169.0,169.0,0.0
11714,11,0,260.0,260.0,0.0
12240,26,0,261.0,261.0,0.0
12246,11,0,160.0,160.0,0.0
12253,9,0,160.0,160.0,0.0
13009,9,0,160.0,160.0,0.0
13052,26,0,261.0,261.0,0.0
13557,9,0,160.0,160.0,0.0
14027,26,0,261.0,261.0,0.0
14032,7,0,261.0,261.0,0.0
14845,11,0,260.0,260.0,0.0
15000,70,0,92.0,92.0,0.0
15044,11,0,260.0,260.0,0.0
15093,9,0,160.0,160.0,0.0
15336,26,0,261.0,261.0,0.0
15600,26,0,261.0,261.0,0.0
16122,26,0,261.0,261.0,0.0
16125,26,0,261.0,261.0,0.0
16370,9,0,168.0,168.0,0.0
16584,11,0,260.0,260.0,0.0
16608,26,0,261.0,261.0,0.0
16858,9,0,160.0,160.0,0.0
17091,26,0,169.0,169.0,0.0
17379,9,0,260.0,260.0,0.0
17500,69,0,276.13793103448273,276.13793103448273,0.0
17500,70,0,522.1837837837838,522.1837837837838,0.0
17500,83,0,224.75,224.75,0.0
17500,96,0,222.0,222.0,0.0
17500,104,0,381.0,381.0,0.0
17627,26,0,169.0,169.0,0.0
17874,11,0,260.0,260.0,0.0
17881,7,0,261.0,261.0,0.0
17941,6,0,26543.26445459964,26543.26445459964,0.0
18120,9,0,260.0,260.0,0.0
18148,7,0,261.0,261.0,0.0
18373,9,0,160.0,160.0,0.0
18932,26,0,261.0,261.0,0.0
19162,9,0,160.0,160.0,0.0
19209,3,0,196.0,196.0,0.0
19406,9,0,160.0,160.0,0.0
19444,26,0,261.0,261.0,0.0
19669,26,0,169.0,169.0,0.0
20219,26,0,169.0,169.0,0.0
20417,9,0,160.0,160.0,0.0
20475,26,0,169.0,169.0,0.0
20932,7,0,261.0,261.0,0.0
21195,11,0,260.0,260.0,0.0
21197,26,0,261.0,261.0,0.0
21461,26,0,261.0,261.0,0.0
21721,26,0,261.0,261.0,0.0
21978,9,0,260.0,260.0,0.0
21985,11,0,260.0,260.0,0.0
22001,7,0,167.0,167.0,0.0
22217,5,0,196.0,196.0,0.0
22218,0,0,196.0,196.0,0.0
22220,7,0,261.0,261.0,0.0
22253,9,0,160.0,160.0,0.0
22481,7,0,261.0,261.0,0.0
22721,26,0,261.0,261.0,0.0
22722,9,0,260.0,260.0,0.0
23023,26,0,261.0,261.0,0.0
23238,11,0,260.0,260.0,0.0
23255,26,0,169.0,169.0,0.0
23489,9,0,160.0,160.0,0.0
23503,9,0,160.0,160.0,0.0
23507,9,0,260.0,260.0,0.0
23516,9,0,160.0,160.0,0.0
23770,26,0,261.0,261.0,0.0
24006,9,0,260.0,260.0,0.0
24262,7,0,167.0,167.0,0.0
24280,26,0,261.0,261.0,0.0
24285,11,0,260.0,260.0,0.0
24292,26,0,261.0,261.0,0.0
24554,26,0,261.0,261.0,0.0
24561,11,0,260.0,260.0,0.0
24770,11,0,260.0,260.0,0.0
24776,9,0,160.0,160.0,0.0
25554,26,0,261.0,261.0,0.0
26583,11,0,260.0,260.0,0.0
27000,9,0,1130.0,2260.0,0.5
27001,9,0,260.0,520.0,0.5
27002,9,0,260.0,520.0,0.5
27003,9,0,260.0,520.0,0.5
27004,9,0,260.0,520.0,0.5
27005,9,0,260.0,520.0,0.5
27006,9,0,260.0,520.0,0.5
27007,9,0,260.0,520.0,0.5
27008,9,0,260.0,520.0,0.5
27009,9,0,260.0,520.0,0.5
27018,114,0,3887.5757575757575,5404.224880382775,0.28064137899080077
27073,26,0,169.0,169.0,0.0
27083,9,0,160.0,160.0,0.0
27114,26,0,261.0,261.0,0.0
27361,26,0,261.0,261.0,0.0
27365,11,0,260.0,260.0,0.0
27587,11,0,260.0,260.0,0.0
27853,9,0,260.0,260.0,0.0
27871,9,0,160.0,160.0,0.0
28115,26,0,169.0,169.0,0.0
28358,9,0,160.0,160.0,0.0
28669,26,0,261.0,261.0,0.0
28877,26,0,261.0,261.0,0.0
29432,26,0,261.0,261.0,0.0
29691,7,0,261.0,261.0,0.0
30673,26,0,261.0,261.0,0.0
30714,26,0,169.0,169.0,0.0
30936,26,0,169.0,169.0,0.0
31432,9,0,160.0,160.0,0.0
31459,11,0,260.0,260.0,0.0
31462,7,0,261.0,261.0,0.0
31683,9,0,260.0,260.0,0.0
31700,9,0,260.0,260.0,0.0
31706,7,0,261.0,261.0,0.0
31713,9,0,260.0,260.0,0.0
31942,26,0,169.0,169.0,0.0
32234,26,0,261.0,261.0,0.0
32250,26,0,261.0,261.0,0.0
32715,9,0,160.0,160.0,0.0
32768,106,0,2701.44,5476.291063829787,0.5067026261911696
32768,107,0,2736.96,5568.46,0.5084888820248328
32770,106,0,2710.88,5471.731063829788,0.5045662938516948
32770,107,0,2717.12,5542.62,0.5097769646845716
32772,106,0,2709.44,5500.503829787234,0.5074196684806591
32772,107,0,2721.76,5554.426666666666,0.5099836286733463
32774,106,0,2709.76,5461.249361702128,0.503820495910218
32774,107,0,2740.0,5570.666666666666,0.5081378650071804
32776,106,0,2710.4,5480.314893617022,0.5054298790099032
32776,107,0,2712.96,5547.96,0.510998637336967
32778,106,0,2697.28,5439.407659574468,0.5041224764148287
32778,107,0,2719.04,5546.456666666667,0.5097699011440938
32780,106,0,2690.72,5464.251914893617,0.5075776077113046
32780,107,0,2732.16,5551.66,0.5078661157203431
32782,106,0,2688.48,5444.394893617022,0.5061930567982937
32782,107,0,2744.8,5562.216666666667,0.5065276733196897
32784,106,0,2701.28,5451.237446808511,0.5044648070537644
32784,107,0,2720.48,5544.5633333333335,0.5093427856356587
32786,106,0,2714.4,5491.889361702128,0.5057438667776233
32786,107,0,2723.84,5563.09,0.510372832364747
32788,106,0,2712.96,5493.470638297873,0.5061482660730852
32788,107,0,2728.64,5571.473333333333,0.5102480373234608
32790,106,0,2723.2,5474.008510638298,0.5025217818518772
32790,107,0,2727.36,5567.276666666667,0.5101087725117547
32792,106,0,2709.76,5474.228085106383,0.5049968766605858
32792,107,0,2719.04,5536.79,0.5089140097421069
32794,106,0,2726.56,5487.83659574468,0.5031630493309148
32794,107,0,2723.68,5550.18,0.5092627626491394
32796,106,0,2725.76,5493.249361702128,0.5037982402540341
32796,107,0,2726.4,5554.066666666667,0.5091164432067794
32798,106,0,2719.84,5509.627234042553,0.506347728355411
32798,107,0,2735.36,5560.360000000001,0.5080606291678956
32800,106,0,2716.32,5502.575319148937,0.5063547807247237
32800,107,0,2710.4,5540.816666666667,0.5108302326071066
32802,106,0,2718.56,5472.5599999999995,0.5032379727220898
32802,107,0,2719.84,5536.006666666666,0.5087000136078834
32804,106,0,2684.32,5449.468936170213,0.5074162213893652
32804,107,0,2724.0,5541.666666666666,0.5084511278195488
32806,106,0,2702.72,5457.145531914894,0.5047374155236016
32806,107,0,2705.6,5520.35,0.5098861485231916
32808,106,0,2710.24,5463.516595744681,0.5039385435177592
32808,107,0,2736.32,5557.486666666667,0.507633546579209
32810,106,0,2724.0,5482.468085106383,0.5031434825129233
32810,107,0,2723.84,5534.173333333334,0.5078144763566013
32812,106,0,2732.64,5484.512340425532,0.5017533318581283
32812,107,0,2711.04,5530.873333333333,0.5098350953616728
32814,106,0,2717.12,5497.502978723404,0.5057537921278303
32814,107,0,2706.08,5526.996666666666,0.51038870417267
32816,106,0,2682.4,5440.527659574468,0.5069595877746527
32816,107,0,2706.88,5526.63,0.5102114670242082
32818,106,0,2728.48,5484.394893617022,0.5025011778098758
32818,107,0,2724.48,5521.3133333333335,0.5065521850477603
32820,106,0,2713.44,5479.4400000000005,0.5047961105514432
32820,107,0,2712.96,5551.126666666667,0.5112775904951428
32822,106,0,2728.48,5481.458723404256,0.5022346901290757
32822,107,0,2718.4,5560.483333333334,0.5111216351096577
32824,106,0,2707.36,5460.551489361702,0.5041965989562585
32824,107,0,2702.08,5521.913333333334,0.5106623670297856
32826,106,0,2709.6,5471.557446808511,0.5047845103809565
32826,107,0,2691.04,5509.123333333333,0.5115302676711418
32828,106,0,2715.68,5461.552340425532,0.5027640804796516
32828,107,0,2705.6,5529.266666666666,0.5106765212987858
32830,106,0,2697.28,5459.407659574468,0.5059390746778857
32830,107,0,2716.32,5536.57,0.5093857749473049
32832,106,0,2695.36,5447.870638297873,0.5052452271806998
32832,107,0,2727.2,5542.033333333333,0.5079062437974029
32834,106,0,2701.6,5447.302127659575,0.5040480706435979
32834,107,0,2703.52,5507.52,0.5091220730927896
32836,106,0,2698.88,5453.943829787235,0.5051507525142065
32836,107,0,2735.36,5550.943333333334,0.5072260991074791
32838,106,0,2708.32,5453.085957446809,0.5033417736059191
32838,107,0,2698.08,5519.58,0.5111801984933637
32840,106,0,2710.24,5475.431489361702,0.505018005381719
32840,107,0,2735.52,5548.6033333333335,0.506989446593467
32842,106,0,2730.72,5472.251914893617,0.5009878853406027
32842,107,0,2700.16,5496.243333333334,0.5087262633325915
32844,106,0,2703.52,5449.902978723405,0.5039324533749264
32844,107,0,2724.48,5532.8966666666665,0.5075852371482328
32846,106,0,2711.68,5465.467234042553,0.5038521165930958
32846,107,0,2674.24,5495.906666666666,0.5134124063242218
32848,106,0,2710.88,5472.156595744681,0.5046048203174477
32848,107,0,2703.52,5517.52,0.5100117444069074
32850,106,0,2715.04,5489.67829787234,0.5054282140626929
32850,107,0,2697.76,5509.343333333334,0.5103300272325256
32852,106,0,2707.04,5470.444255319149,0.5051517073100913
32852,107,0,2701.44,5515.9400000000005,0.5102484798601871
32854,106,0,2723.2,5483.0297872340425,0.5033402870908459
32854,107,0,2685.92,5507.503333333334,0.5123162279823102
32856,106,0,2725.28,5476.684255319149,0.5023850430389314
32856,107,0,2687.2,5514.45,0.5126984558750193
32858,106,0,2690.72,5460.4221276595745,0.5072322364290751
32858,107,0,2702.56,5531.2266666666665,0.5113995207814059
32860,106,0,2696.16,5477.691914893617,0.5077926904451758
32860,107,0,2698.24,5525.99,0.5117182622480316
32862,106,0,2730.08,5487.356595744681,0.5024781144864698
32862,107,0,2697.44,5537.3150000000005,0.5128613777616047
32864,106,0,2715.36,5482.338723404255,0.504707728399186
32864,107,0,2697.44,5514.856666666667,0.5108775870270427
32866,106,0,2702.24,5458.069787234042,0.5049092251769467
32866,107,0,2710.24,5510.24,0.508144835796626
32868,106,0,2723.2,5474.348936170212,0.50255271782052
32868,107,0,2711.68,5553.43,0.5117107805446364
32870,106,0,2703.52,5456.626382978724,0.5045436850077736
32870,107,0,2715.04,5537.623333333333,0.5097102427214564
32872,106,0,2710.72,5462.379574468085,0.5037474120857
32872,107,0,2703.2,5540.033333333333,0.5120606975890638
32874,106,0,2718.88,5462.454468085107,0.5022603820525541
32874,107,0,2709.6,5527.35,0.5097831691497734
32876,106,0,2699.36,5479.317446808511,0.5073546976964672
32876,107,0,2707.68,5541.346666666666,0.5113678744757593
32877,107,1,124.0,124.0,1.0
32878,106,0,2710.4,5464.782978723404,0.5040242200737566
32878,107,0,2712.16,5505.149247311828,0.5073412403261635
32880,106,0,2717.6,5466.961702127659,0.5029048769552655
32880,107,0,2710.24,5536.073333333334,0.5104400110306825
32882,106,0,2718.4,5475.931914893617,0.5035730826735797
32882,107,0,2711.36,5550.943333333334,0.5115496885514355
32884,106,0,2716.96,5485.896170212765,0.5047372542789804
32884,107,0,2720.32,5530.57,0.508130265054054
32886,106,0,2711.04,5473.67829787234,0.5047133111469482
32886,107,0,2725.28,5557.113333333334,0.5095871117738586
32888,106,0,2713.44,5484.844255319149,0.5052840383993524
32888,107,0,2736.8,5545.883333333333,0.5065168458285876
32890,106,0,2734.72,5481.188085106383,0.5010716732325156
32890,107,0,2710.88,5531.796666666667,0.5099458343552035
32892,106,0,2712.48,5480.2246808510645,0.5050421911572502
32892,107,0,2704.8,5521.133333333333,0.5101005832135914
32894,106,0,2702.08,5467.526808510638,0.5057948329043401
32894,107,0,2711.68,5533.346666666666,0.5099385302686017
32896,106,0,2688.48,5425.501276595745,0.504473437026468
32896,107,0,2720.48,5535.98,0.5085820396749987
32898,106,0,2695.36,5435.530212765958,0.5041219725594308
32898,107,0,2692.64,5530.889999999999,0.5131633426085133
32900,106,0,2692.0,5445.021276595745,0.5056034011159912
32900,107,0,2715.2,5544.283333333333,0.5102703385168507
32902,106,0,2683.36,5443.955744680851,0.5070937153334059
32902,107,0,2717.6,5556.183333333333,0.5108872697385196
32904,106,0,2723.84,5489.627234042553,0.503820590383845
32904,107,0,2710.4,5545.733333333334,0.5112639146010146
32906,106,0,2714.4,5484.612765957447,0.5050881227480517
32906,107,0,2715.04,5538.706666666667,0.5098061400615788
32908,106,0,2707.52,5474.668936170213,0.5054458942509066
32908,107,0,2716.32,5530.736666666667,0.5088683183252863
32910,106,0,2698.72,5446.634893617022,0.5045160814500963
32910,107,0,2728.8,5548.3,0.508173674819314
32912,106,0,2715.2,5481.582978723404,0.5046686312076338
32912,107,0,2721.28,5554.905000000001,0.5101122341426181
32914,106,0,2711.68,5478.6587234042545,0.5050467391925714
32914,107,0,2725.28,5556.113333333334,0.5094988463158299
32916,106,0,2698.08,5452.12255319149,0.5051321804164812
32916,107,0,2720.64,5550.806666666666,0.5098658333143171
32918,106,0,2696.8,5463.353191489362,0.5063837344067394
32918,107,0,2717.76,5542.593333333334,0.5096591366977432
32920,106,0,2702.08,5450.760851063829,0.504274710663075
32920,107,0,2698.88,5509.88,0.5101744502602598
32922,106,0,2675.04,5449.763404255319,0.5091456634775634
32922,107,0,2719.84,5554.298333333334,0.5103179849599965
32924,106,0,2697.28,5446.982127659575,0.5048120341164126
32924,107,0,2699.36,5526.610000000001,0.5115703840147939
32926,106,0,2715.04,5477.763404255319,0.5043524519713901
32926,107,0,2719.84,5557.256666666666,0.5105786608140587
32928,106,0,2702.08,5476.888510638298,0.5066395829034158
32928,107,0,2713.6,5518.266666666666,0.5082513832846063
32930,106,0,2703.52,5458.498723404255,0.5047136333643916
32930,107,0,2714.4,5520.733333333334,0.5083261885498304
32932,106,0,2690.4,5452.442553191489,0.5065697668973655
32932,107,0,2705.44,5535.4400000000005,0.5112511381209082
32934,106,0,2696.0,5462.978723404255,0.5064963389936127
32934,107,0,2724.64,5553.389999999999,0.5093735538112756
32936,106,0,2712.16,5479.223829787234,0.5050101831475431
32936,107,0,2697.28,5531.113333333334,0.5123441091425838
32938,106,0,2728.72,5498.847659574468,0.5037651215434538
32938,107,0,2708.96,5530.96,0.510218840852221
32940,106,0,2698.72,5459.741276595745,0.5057055154667138
32940,107,0,2732.48,5542.3966666666665,0.5069858466764379
32942,106,0,2708.96,5474.577021276596,0.5051745569617891
32942,107,0,2703.52,5521.1866666666665,0.5103371497431711
32944,106,0,2707.52,5466.924255319149,0.5047452875598804
32944,107,0,2745.12,5558.203333333333,0.5061137861695115
32946,106,0,2742.72,5496.847659574468,0.5010376546960146
32946,107,0,2724.48,5537.23,0.507970591794092
32948,106,0,2692.64,5460.469787234042,0.5068849192618763
32948,107,0,2724.0,5538.25,0.5081478806482191
32950,106,0,2706.88,5471.475744680851,0.5052742392888208
32950,107,0,2724.48,5536.1466666666665,0.5078743096883271
32952,106,0,2702.08,5478.505531914894,0.5067852018658918
32952,107,0,2691.84,5511.756666666666,0.5116184979138532
32954,106,0,2717.76,5486.355744680852,0.5046329245720292
32954,107,0,2721.28,5546.030000000001,0.5093282942933954
32956,106,0,2706.24,5473.303829787234,0.5055564090427627
32956,107,0,2727.2,5554.2,0.5089841921428828
32958,106,0,2711.68,5464.190638297872,0.5037362018458594
32958,107,0,2707.68,5537.43,0.5110222612294875
32960,26,0,261.0,261.0,0.0
32960,106,0,2692.64,5445.235744680851,0.5055053396668288
32960,107,0,2700.16,5519.826666666666,0.5108252191493936
32962,106,0,2721.92,5493.239148936171,0.5044963588510194
32962,107,0,2702.72,5524.136666666666,0.5107434585555148
32963,9,0,160.0,160.0,0.0
32964,106,0,2716.96,5473.811063829788,0.5036438108079198
32964,107,0,2702.24,5518.49,0.5103298184829546
32966,106,0,2705.6,5450.706382978724,0.5036239690971149
32966,107,0,2714.4,5531.65,0.5092965028517711
32967,106,0,124.0,124.0,0.0
32968,106,0,2630.723404255319,5376.936170212766,0.5107393279412463
32968,107,0,2706.24,5525.573333333334,0.5102336288481679
32970,106,0,2688.64,5414.703157894737,0.5034556980136735
32970,107,0,2752.16,5567.743333333334,0.505695604981791
32972,106,0,2715.84,5445.73247311828,0.5012902280076782
32972,107,0,2714.88,5541.213333333333,0.5100567625381685
32974,106,0,2722.08,5448.617634408602,0.5004090610415064
32974,107,0,2719.04,5532.29,0.5085145572629056
32976,106,0,2704.96,5448.271827956989,0.5035196323869334
32976,107,0,2723.84,5542.923333333334,0.50859143520537
32978,106,0,2720.48,5452.867096774194,0.5010918198227532
32978,107,0,2712.32,5527.903333333334,0.5093401898610141
32980,106,0,2708.16,5441.493333333334,0.50231309052417
32980,107,0,2740.16,5554.66,0.5066916786986062
32982,106,0,2717.76,5435.5234408602155,0.5000003165159945
32982,107,0,2695.591836734694,5523.758503401361,0.5120004187230793
32984,106,0,2689.28,5422.011182795699,0.5040069248596878
32984,107,0,2739.44,5554.9400000000005,0.5068461585543679
32986,106,0,2704.8,5427.466666666667,0.5016459490001475
32986,107,0,2735.44,5531.1900000000005,0.5054518105507133
32988,106,0,2683.84,5410.89376344086,0.5039932186187832
32988,107,0,2693.92,5509.836666666666,0.5110708060916506
32990,106,0,2720.4,5442.464516129032,0.5001529193368279
32990,107,0,2728.72,5543.219999999999,0.5077373800787268
32992,106,0,2705.6,5438.675268817204,0.5025259155455313
32992,107,0,2696.0,5530.416666666666,0.5125141264220598
32994,106,0,2717.76,5443.265376344087,0.5007114641496029
32994,107,0,2724.4,5553.066666666667,0.5093882059162504
32996,106,0,2713.76,5459.738494623656,0.5029505529115893
32996,107,0,2721.76,5540.176666666666,0.5087232476942671
32998,106,0,2714.88,5443.396129032259,0.5012525387376761
32998,107,0,2720.4,5548.733333333334,0.5097259434585671
33000,106,0,2681.6,5409.6,0.5042886719905354
33000,107,0,2746.16,5556.826666666666,0.5058042719825704
33002,106,0,2701.44,5434.85935483871,0.5029420590994906
33002,107,0,2738.64,5541.389999999999,0.5057846496998045
33004,106,0,2728.4,5454.76559139785,0.4998135200708387
33004,107,0,2732.08,5546.496666666666,0.5074224029702833
33006,106,0,2717.68,5460.690752688171,0.5023193725698257
33006,107,0,2741.52,5556.77,0.5066342497530041
33008,106,0,2700.64,5417.715268817205,0.5015168081009906
33008,107,0,2699.2,5515.45,0.5106111015420319
33010,106,0,2706.88,5435.224086021506,0.501974535518849
33010,107,0,2691.68,5507.763333333333,0.5112934530592879
33012,106,0,2705.6,5440.481720430107,0.5026910962976081
33012,107,0,2693.92,5517.17,0.5117206828863348
33014,106,0,2734.64,5476.6615053763435,0.5006739055690312
33014,107,0,2695.2,5495.7,0.5095802172607675
33016,106,0,2733.68,5478.282150537634,0.5009968590734746
